 [ Q e2 ]  [ a5 ]  [ N x e5 ] , [ K f8 ]  Check mate coming up !
 [ R e1 ] , [ N d4 ]  Now the knight "forks" the bishop and the pawn.
 [ h6 ]  [ Q d2 ]  [ a4 ]  [ R b1 ] , [ B x a3 ]  I'm not sure if that pawn was an oversight or if it was a calculated loss. I had to think quite a bit about whether I should grab it or whether that would just cost me time. It seems like 22. [ Q b1 ] would have put a watcher on the b-pawn without abandoning white's own a-pawn.
 [ N b5 ] , [ Q e8 ]  Queen exchange proposed
 [ d4 ]  [ d5 ]  [ N c3 ]  [ N c6 ]  [ N f3 ] , [ e5 ]  I gain a free pawn.
 [ d5 ]  [ e x d5 ] , [ Q x d5 ]  I have an advantage in development and a better center. Therefore I have to be aggressive or these advantages will dissipate.
 [ Q x e7 ] , [ R a d1 ]  I try to salvage the situation.
 [ R f8 ]  [ N x d6 + ]  [ K d7 ]  [ N x b7 ]  [ g6 ] , [ N x c5 + ]  I did anticipate Perry's last move I kept in mind that this won another pawn since he is in check.
 [ f5 ]  [ K f2 ]  [ f4 ]  [ R d3 ]  [ R e4 ]  [ N c2 ]  [ R c4 ]  [ N d4 ]  [ K a5 ]  [ K f3 ]  [ K b6 ]  [ K x f4 ]  [ K c5 ]  [ K e3 ]  [ R a4 ]  [ N e6 + ]  [ K c6 ]  [ N d4 + ]  [ K c5 ]  [ N c2 ]  [ K c4 ]  [ N b4 ]  [ R a7 ]  [ K d2 ]  [ R h7 ]  [ K c2 ]  [ R h2 + ] , [ R d2 ]  White believes he can win with the Knight Pawn and King. They can now be coordinated. Eventually the Knight will have to land on [ c7 ] providing either checkmate with the Pawn on [ a7 ] or preventing the King from going to [ a8 ] and either obtaining a stalemate with no place to move or blocking the a-Pawn from promotion. The Pawn may never reach promotion but will be the key to winning the game.
 [ B g8 ]  [ h6 ] , [ R d5 ]  ?? but it is difficult to find a god move anyway. [ f4 ] probably
 [ O-O ]  [ d6 ] , [ B g5 ]  I already don't like my asset but hey let's see what can I do with it. Now BxN would be annoying.
 [ Q x d3 ]  [ Q g3 + ]  [ K d1 ]  [ R f2 ]  [ N d2 ]  [ N c4 ]  [ N x c4 ]  [ e2 + ] , [ K d2 ]  The pawn promotion could become a real threat here.
 [ N f6 ]  [ N c3 ]  [ d6 ] , [ d3 ]  game evenly poised..
 [ K d6 ]  [ K g1 ]  [ f5 ] , [ K f2 ]  I would have played 37 Re8.
 [ c x d5 ] , [ R e1 ]  i thought he would eventually play this. im probably not the only player accustomed to facing this rook slide over.
 [ N f7 ]  [ e6 ] , [ N d6 + ]  49........... [ N d6 ] - this knight fork wins the bishop on f5. I now move my king to [ d3 ] out of range of any further spite checks from the steed. Black cannot prevent h8/Q next move so he throws in the sponge. Another much needed victory for my team!
 [ g4 ]  [ K b4 ]  [ R x b6 + ]  [ K x a4 ]  [ R b7 ]  [ K a3 ] , [ R d7 ]  Threatening r[ d3 + ] winning the loose Knight on [ e3 ]  [ N c2 ]  [ N f6 ]  [ R c8 ]  [ N d5 ]  [ a4 ]  [ g5 ]  [ K b2 ] , [ N b6 ]  Here i was getting a bit desperate. I decided to try a crazy idea and it turned out to be an amazing idea.
 [ e4 ]  [ c5 ]  [ d4 ]  [ c x d4 ] , [ c3 ]  The time control on this game was 20 minutes to each player. I have seen this move in several blitz games but I really do not know what the 'proper' response is. He is offering free pawns for easy development and attacking chances. My own experience suggests that taking the second and third pawn offered is dangerous.
 [ B e6 ]  [ R x e4 ] , [ a5 ]  this move has no hope...
 [ c6 ] , [ O-O ]  What started as an English opening has transposed into the fianchetto variation of the King's Indian. Black's normal KID plan of attacking on the K-side is very difficult against the white fianchetto setup so instead black should look for play on the Q-side in this variation
 [ b5 ]  [ c x b5 ] , [ a x b5 ]  ...and we exchange pawns creating a hole...
 [ K h5 ]  [ R b5 ]  [ R f3 + ]  [ K g2 ] , [ K g4 ]  ? Black tries to throw the win away!
 [ N x f4 ] , [ N d6 + ]  Oh great. He just blunders away another piece.
 [ B x a1 ]  [ R x a1 ]  [ K b7 ]  [ a5 ] , [ R d a8 ]  If white opens the a file he will lose control of it.
 [ h5 ]  [ B x e4 ]  [ f x e4 ] , [ K x e4 ]  Being up a rook for two pawns ( 3) was a more complicated ending than when I was up a bishop for a pawn ( 2) and now I have an even simpler ending where I'm up a simple pawn ( 1) for a simple win.
 [ N f4 ]  [ N d7 ]  [ h4 ]  [ h6 ]  [ N x g6 ]  [ N x g6 ]  [ h5 ] , [ N e7 ]  In the last few moves white has gained some space weakened some light squares on black's king's side and removed the light-squared bishop which was protecting them.
 [ g4 ]  [ R d x c1 ]  [ R x c1 ] , [ R x c1 ]  The smoke of battle has cleared and Holm's material advantage is decisive. "Resigns" would probably be Partos's best alternative but he drags the game out for a bit longer.
 [ N e4 ] , [ Q f3 ]  Threatening [ Q f7 ] checkmate.
 [ B e7 ] , [ O-O ]  Now that his King is safe Najdorf can begin operations.
 [ e4 ]  [ e6 ]  [ d4 ]  [ d5 ]  [ N c3 ] , [ B b4 ]  So what is the advantages of french opening corresponding to winawer opening.We will briefly see.
 [ a4 ] , [ a5 ]  ? Loses the exchange but perhaps his bishop is worth more in this position than the rook?
 [ g5 ]  [ h4 ]  [ f6 ] , [ h x g5 ]  25. hxg5!! My best play of the game. Horse sacrifice to lead to mate in 9. I will be truthful and say that I didn't see the exact mate but I knew opening the f-h files would lead to a mate just not exactly how yet.
 [ B d7 ] , [ O-O ]  But black didn't take the bait so I castle kingside and we both continue with our development.
 [ Q g7 + ] , [ K e8 ]  Forced.
 [ N x c5 ]  [ B x c5 ]  [ a x b4 ] , [ B x b4 ]  This way the black pawn is not a threat anymore.
 [ N c4 ]  [ B x h5 ]  [ Q a5 ] , [ B x g6 ]  Black now has a 2-move checkmate ([ Q x a2 ] and Qa1#). But it isn't forced so even though it's black's move black cannot play 22. ... Qxa2??? or he loses instantly to white's 1-move checkmate 23. [ Q x h7 # ]  [ h6 ] , [ g x h6 ]  Black played the only move that postpones his demise and he's still threatening his own 2-move mate.
 [ c4 ]  [ e5 ]  [ d4 ] , [ e x d4 ]  usually a variation Black wants to try: the Nordic gambit...
 [ Q x e7 ] , [ Q f1 + ]  ?? Wow!! What a turn around. I guess my opponent thought O.K. I will still be up a piece after 24. [ K x f1 ] [ d1 = Q + ] 25. [ Q e1 ] Qxe1+. However that is not the case....
 [ Q f3 ]  [ Q d7 ] , [ B d2 ]  15. [ B d2 ] - Fou Lenoir finally emerges and the rooks are connected.
 [ N b6 ] , [ b3 ]  I was clear that Black's plan was [ N c4 ] attacking the Bishop. 15. [ b3 ] stopped this.
 [ f x e6 ]  [ B x e6 ]  [ Q g3 ] , [ h5 ]  I believe this was to have the possibility of playing [ h4 ] though I don't find this move all that attractive if I where black I'd deal with the problem with my [ g7 ] pawn.
 [ d x c5 ] , [ d x c5 ]  Finally the N is away from b6!
 [ Q a6 ] , [ R f d1 ]  The only move and I think you'll agree the most logical one.
 [ R d e1 ] , [ B x h6 ]  Sacrifice for reason
 [ B c4 ]  [ e4 ]  [ N d4 ]  [ N f6 ] , [ O-O ]  A very bad blunder here. If you are under 1500 think about black's next move.
 [ e3 ]  [ N f6 ] , [ h3 ]  Too much simmetry but I can't expect more.
 [ Q x g5 + ]  [ K h7 ] , [ Q x f6 ]  White is up 2 secure pawns and has strong threats of attack. [ f4 ] [ R a e1 ] [ R e3 ] [ R g3 ] [ R f3 ] etc... Student Body Right... all hands on deck.
 [ Q h6 ] , [ Q g4 ]  Now I have an attack on the open file.
 [ f3 ]  [ B e8 ]  [ O-O ]  [ h6 ]  [ B f4 ]  [ g5 ] , [ B h2 ]  Him moving that knight will reveal an attack no my queen. Need to do something about it
 [ B x h6 ]  [ B x d7 ]  [ R a d8 ]  [ B h3 ]  [ g5 ]  [ h x g5 ]  [ B x g5 ]  [ R g1 ]  [ h6 ]  [ Q a4 ]  [ a6 ]  [ Q b3 ] , [ R x d3 ]  This will become a race to see who can destroy the most pawns.
 [ b3 ] , [ N a6 ]  NOW black develops....
 [ Q h5 + ] , [ K e7 ]  Why not 19...g6? 19...[ g6 ] 20.[ Q x h7 ] [ N x f1 ] 21.[ R x f1 ] and there's no doubt about the winner.
 [ Q b6 ] , [ N b3 ]  5. [ N b3 ] (I move the knight out of the way)
 [ N c3 + ] , [ R x c3 ]  Forced or loses the R with check.
 [ K d7 ]  [ N c5 + ]  [ K e8 ]  [ a4 ]  [ b x a4 ]  [ R x a4 ]  [ N g6 ]  [ R x a7 ]  [ h5 ] , [ N e6 ]  Actually with the black king pinned against the wall white must push him into a corner or mate with the knight AND bishop. This is more easily accomplished with the king which probably requires taking out black's knight. But I would ignore the black knight now and focus on getting the king into position.
 [ g x h5 ] , [ R x h5 ]  White's attack is more or less irresistible here.
 [ N c5 ] , [ B x h5 ]  White will now either win a pawn or ramp up pressure on the pinned piece with [ N x h5 ] and Qf3.
 [ Q g4 ] , [ O-O ]  get the rook into this.
 [ K g8 ]  [ R d1 ] , [ R f2 ]  Not a good move but prevents him to move the bishop for a moment.
 [ R x d5 ] , [ N x d5 ]  now is too late fore 22...Qd8?? because of 23.Nef4-Qf8.24.Nxf6+exf6.25.[ Q x h7 # ]  [ R e8 ] , [ N e f4 ]  there is no danger form the black on C file for a while so Karpov brings the other knight to the attack on the king side .
 [ N x d7 ] , [ R x d7 ]  The next few moves involve White checking me in various places with the Queen and me interposing with my rook.
 [ c5 ] , [ c4 ]  Charge
 [ R c8 ] , [ B b6 ]  A classic move! Neutralizes a and b pawns on the spot. Meanwhile the pressure on [ c5 ] also means the instability of the d pawn making a total of four weak pawns.
 [ h4 ]  [ b5 ] , [ h x g5 ]  CAPTURE! Now I'm only 2 points behind.
 [ R h1 h2 ]  [ Q f3 ] , [ Q c5 ]  ...threatening [ R x f2 + ] winning...
 [ e4 ] , [ b5 ]  Not going down so fast
 [ R h e1 ]  [ R e8 ] , [ c3 ]  I really enjoyed what black does here......
 [ R x c1 ]  [ Q x c1 ]  [ Q x d4 + ]  [ K h1 ] , [ Q c5 ]  Attempting to trade queens. I would have brought out the knight instead.
 [ b x c3 ]  [ e6 ]  [ N f3 ]  [ B e7 ]  [ O-O ]  [ O-O ]  [ B f4 ]  [ a6 ] , [ R e1 ]  Just completing development from both sides. Alternative variation: 12. [ a4 ] [This gets played much later in the game but is probably beneficial now to stop the b5-pawn advance at least for the time being.]
 [ f x e6 ]  [ N x e6 ] , [ Q a5 ]  Leontxo says [ Q b6 ] could be "the correct one" but not why. The attack on [ b2 ] doesn't seem very promising. But white should lose a tempo in order to save the [ e6 ] knight and it is beyond my ability to say what would happen.
 [ a x b4 ]  [ a x b4 ] , [ g5 ]  The play of the position is clear. Both sides will attempt to break the pawn chain from the base of the enemy's pawn chain by maneuvering minor pieces to help with pawn advances and attacking. It's only a question of who can generate the most activity and break the chain more effectively.
 [ K e7 ] , [ a6 ]  and push
 [ h6 ] , [ N h3 ]  And black has managed to marginalize my steed. White's problems abound now. The DSB is still blocked in there seems to be little going for my kingside attack and I exchanged my best-positioned piece.
 [ R b a8 ]  [ B c4 ]  [ R x a2 ]  [ b4 ]  [ R a a8 ]  [ b x c5 ]  [ Q x c5 ]  [ B d5 ]  [ R a c8 ]  [ Q f3 ]  [ B f6 ]  [ Q h5 ]  [ R d7 ]  [ Q f5 ]  [ R a7 ]  [ B b3 ]  [ B d8 ]  [ R e3 ] , [ Q d4 ]  Bait. If [ R x d4 ] then [ R a1 + ] after white blocks with his rooks it is mate.
 [ a x b4 ] , [ B x b4 ]  Black snatches another pawn.
 [ B h7 ]  [ e4 ]  [ e6 ]  [ e x d5 ]  [ e x d5 ]  [ f4 ]  [ B b4 ]  [ g5 ]  [ N f d7 ]  [ a3 ]  [ B a5 ]  [ b4 ]  [ B c7 ]  [ b5 ]  [ O-O ]  [ g x h6 ] , [ Q h4 + ]  Rather than recapturing with the pawn and leaving the g column open.
 [ c x d4 ]  [ B c4 ] , [ N c6 ]  Protecting and developing.
 [ e4 ]  [ c6 ]  [ d4 ] , [ d5 ]  Caro-Kann which I am trying to learn.
 [ B x f3 ]  [ Q x f3 ]  [ N c6 ]  [ d5 ] , [ N d4 ]  Black makes this move centering his knight with tempo however it is very vulnerable to being trapped with c3.
 [ a5 ] , [ f4 ]  The threat is 25 P-[ B5 ] N-[ B1 ] 26 B-[ K2 ] P-[ N3 ] 27 PxP PxP 28 R-K[ B1 ] R-[ R2 ] 29 Q-B6.
 [ d5 ] , [ N c3 ]  So this is the move that I currently favor. Other ideas are [ e x d5 ] (exchange variation) and [ [ e5 ] ] (advance variation). The problem with the [ e x d5 ] is that it often leads into drawish positions. Move [ [ e5 ] ] is in use today but the idea to make black's position narrow doesn't really work. You see it pretty often but black has very good brakethrough opportunities mainly the instant [ c5 ] (Steinitz variation). Then there is [ N d2 ] which leads into various French Tarrash lines. I haven't really played them but this move is fairly popular now and is considered as a good option. But if I've understood correctly this Tarrash variation theory is actually an real art on its own. There are a lot of other options too but the classical (Nc3) is the most popular.
 [ N a4 ]  [ N c8 ]  [ N e5 ]  [ g6 ]  [ Q f3 ]  [ B g7 ]  [ N c3 ]  [ h5 ] , [ N x g6 ]  Hm I don't see it. Knight for two pawns? Oh when black moves the rook white can snag the [ h5 ] pawn too. Three pawns. I guess it is a fair exchange then. 20 moves before the first capture.
 [ b x c3 ]  [ d x c3 + ] , [ K c2 ]  I expected [ R d2 + ] [ K b3 ] c2... and I could have resigned (or accept the game with a new black queen on the board trying to give it for a rook...). My queen is in a horrible position.
 [ e6 ] , [ B f1 ]  ? Undevelops
 [ N c7 ]  [ B a1 ]  [ B f6 ] , [ K h2 ]  21. [ K h2 ] (I decide to move my king onto the second rank because my wall of pawns has moved up and it makes the king look less exposed)
 [ K e6 ] , [ R e8 + ]  Why not [ h7 ] instead? It becomes clear that even with a strong middle game my opponent has faulty endgame execution. Only the endgame REALLY matters.
 [ Q e2 ] , [ h5 ]  I feel it is time to open up White's position a bit. Since White has already weakened his King's protection I will weaken it even more.
 [ Q c7 ] , [ B x f6 ]  he tries to double pawn me but im not gonna open up my king to an easy check/checkmate situation
 [ R x f2 ] , [ B x f2 ]  It looks like an unnatural recapture but I wanted to reroute the Bishop to a better diagonal and also remove it from being hit by the pawn in case Black recaptures in the center. Black can't activate his Rook anyway because of dxc5.
 [ g x f6 ] , [ O-O-O ]  White gains control of the only open file which could be significant.
 [ R e7 ]  [ N f5 ]  [ R e4 ] , [ B d6 ]  considered moving the bishop to [ c7 ] to lure the rook out to [ c8 ] then I could make the knight pin the king and rook... but of course there's Black's 2nd rook
 [ h6 ] , [ B g2 ]  preparing castling...
 [ B e7 ]  [ R c2 ]  [ B c5 ]  [ Q b2 ] , [ f6 ]  (JC) Black's play hereabout is weak; it lacks force and there seems to be no well-defined plan of attack. It is true that these are the most difficult positions to handle in a game. In such cases a player must conceive a plan on a large scale which promises chances of success and with it all it must be a plan that can be carried out with the means at his disposal. From the look of the position it seems that Black's best chance would be to mass his forces for an attack against White's center to be followed by a direct attack against the King. He should therefore play ... QR-[ K1 ] threatening ... P-KB4. If White is able to prevent this plan then once Black has fixed some of the White pieces on the K side he should quickly shift his attack to the Q side and open a line for his Rooks which once they enter into action should produce an advantage on account of the great power of the two Bishops.
 [ c x d5 ]  [ e x d5 ]  [ e x d5 ] , [ B b1 ]  A move of hidden meaning: Black assumes this to be a cheap shot for mate on [ h7 ] however it forces black to open the a1-[ h8 ] diagonal...
 [ B d5 ] , [ Q h5 ]  Since I am almost completely developed I decide to bring the Q out. Normally I wouldn't threaten mate in one like this because it's generally not a good idea to do something so obvious that could be driven off. This however is the exception because I am giving her yet another test to my opponent. Why? From some of Erika's past games and annotations I see that this is another weakness that needs to be improved. For example in one particular Erika's opponent got a SM against her because she missed the threat. So making moves like this will actually help her. I want black to see the obvious attacks and threats so that she knows what to do in situations like this. This is part of me trying to teach reachforgold to look ahead and start seeing what the opponent. That way you can defend against threats like this.
 [ O-O ]  [ O-O ] , [ d3 ]  The thought was to drive away the knight but [ d4 ] attacking the bishop and defending the [ d5 ] knight is better.
 [ N b4 ]  [ a3 ] , [ g6 ]  Realizing his knight was a major liability Black smartly decides to sacrifice it.
 [ K f7 ]  [ R d7 + ]  [ K f8 ]  [ R a d1 ]  [ R a3 x a2 + ]  [ K g3 ] , [ b4 ]  loses the game
 [ e5 ] , [ K f2 ]  Thematic opening to this point.....
 [ N x c4 ] , [ b x c4 ]  Which my opponent spitefully decides to ruin.
 [ N f3 ] , [ b6 ]  This has worked and I now no longer have the knight on the 5th row. White's knight has gone back to [ f3 ] and I push my pawn to [ b6 ] giving my king a place to safely castle and move out of the centre.
 [ R x e5 ]  [ R x e5 ]  [ B x e5 ] , [ N g4 ]  ??! Black throws several pieces to the wolves at once striving for counterplay with the threat to White's Bishop and the fork at [ e3 ] but it is not enough.
 [ B x c4 ] , [ N e4 ]  Black is trying to simultaneously create an outpost for his knight and open a space to move his pawn to drive away the knight on [ e5 ] ...
 [ e5 ]  [ N f3 ]  [ N c6 ] , [ B b5 ]  Standard Ruy Lopez nowt wrong with that I usually go to [ c4 ] rather than [ b5 ] but thats just personal preference.
 [ O-O ]  [ d3 ]  [ d5 ] , [ B b3 ]  i have to keep this treat on [ f7 ]  [ c3 ] , [ B g4 ]  surprise it' becoming hard for white but it give me a oportunity to keep my white bishop whith [ B c3 ] [ c2 ]  [ B c2 ]  [ d4 ] , [ N d2 ]  i dont take the [ [ d4 ] ] paw because i prefer he do it ... - [ [ d4 ] ] x [ [ c3 ] ] [ b2 ] x [ [ c3 ] ] - ... B[ [ c3 ] ] !
 [ N x b6 ] , [ c x b6 ]  cxb is better then axb in my opinion it makes the 2 pawns less vulnerable.
 [ c6 ]  [ d x c6 ]  [ b x c6 ] , [ N c3 ]  15. [ N c3 ] - after a pawn swap my knight retreats to c3.
 [ d4 ]  [ B g7 ] , [ c4 ]  I wanted to take this into KID lines [ c4 ] gives it more of a [ [ d4 ] ] type feeling. I originally played [ [ d4 ] ] so this is good for me.
 [ b4 ]  [ N d7 ]  [ B x d7 ]  [ Q x d7 ]  [ N b5 ]  [ B a6 ]  [ a4 ] , [ R c7 ]  I also looked at [ R c4 ] here but [ N d6 ] causes problems.
 [ B g7 ]  [ d4 ]  [ c x d4 ]  [ N x d4 ] , [ N c6 ]  5. ... [ d6 ] 6. [ N d5 ] [ N f6 ] 7. Nxf6... Where's the Sicilian Maffia when you need them... Enters the Sicilian Dragon accelerated no less...
 [ Q a4 ]  [ Q b6 ] , [ N e5 ]  Whites speculative attack here is too premature and is just wasting valuable moves.
 [ B f3 ] , [ B c3 ]  When up in material it is not important to make threats. The correct move is maybe castling. Also attacking with 2 pieces against an army spells disaster.
 [ O-O ]  [ N e7 ]  [ N b d2 ]  [ B e6 ]  [ Q x a4 ] , [ c3 ]  Looking for takes I castled [ B d5 ] then takes but of course he could not take which is what happens.
 [ c4 ]  [ K b6 ]  [ R b f1 ] , [ B e4 ]  ! Immovable. White's position is decidedly cramped.
 [ R x f6 ] , [ e5 ]  and [ e5 ] ...
 [ a6 ]  [ B a4 ]  [ Q x b2 ]  [ N c2 ]  [ Q b6 ]  [ B b3 ]  [ e6 ]  [ N e3 ]  [ c4 ]  [ N x c4 ]  [ Q c7 ]  [ R d1 ]  [ b5 ]  [ N d2 ]  [ Q d7 ]  [ R g1 ]  [ e5 ]  [ R g4 ]  [ N f6 ]  [ R g3 ]  [ N h5 ]  [ R g4 ]  [ f5 ]  [ e x f5 ]  [ Q x f5 ]  [ B d5 ]  [ R a7 ]  [ h4 ]  [ Q x d3 ] , [ N c4 ]  Black could save the queen with [ Q c2 ] but PxN also nets a rook. Queen for rook and knight. Eight points for eight.
 [ K g2 ] , [ R g8 ]  I bring the rook out.
 [ Q x f4 ] , [ Q a5 ]  For some reason I decided to play [ K b1 ] here to help defend that pawn. Maybe my second worst move of the game (the worst coming later.) A friend of mine watched me make the movie and actually luaghed out loud... On my score sheet I listed it as Kb1??????? Not only does this not help defend it sets me up to suffer all kinds of crazy tactics without much of an escape route.
 [ K x f5 ] , [ R d3 d5 # ]  
 [ K g1 ]  [ Q x e4 ] , [ R f e1 ]  Black must trade queen for rook. Black's two extra pawns won't prove a match for white's knight.
 [ B d6 ]  [ N g f3 ]  [ O-O ] , [ N e5 ]  Both sides develops their pieces.
 [ N b4 ]  [ R a1 + ]  [ K c2 ] , [ R a2 + ]  Forced. Any queen move loses a whole rook to Rxa1.
 [ a4 ]  [ B c6 ]  [ d4 ]  [ B x e4 ]  [ d x e5 ] , [ d x e5 ]  4 points! All is lost...or is it?
 [ R h7 ]  [ R b2 + ]  [ K g1 ] , [ K g3 ]  Threatening checkmate
 [ K f5 ]  [ N c6 ]  [ N d2 + ]  [ K e2 ]  [ N c4 ]  [ K f3 ] , [ N d6 ]  Now White can only hold onto his b-pawn at the price of condemning his Knight to a miserable square.
 [ e2 ] , [ R e1 ]  ?? Much better was [ R h1 ] this doesn't even get the pawn white would still have a hope because of his passed pawn after [ R h1 ] maybe. It has already been said this is my worst game of chess.. From there: [ R h1 ] [ e1 = Q + ] [ R x e1 ] [ B x e1 ] Nbd4! (blocking the d pawn so that the knight on [ e6 ] can block the rook making [ R g8 ] suggested which would then create [ b3 ] and [ N g5 ] to folow with the idea of [ N e7 ] to at least get some compensation) Maybe white can make chances with his passed pawn although his back rank is still weak. From here it is hopelessly lost.
 [ Q x a5 ]  [ Q x a5 ]  [ N x a5 ] , [ R x a5 ]  mate is threatening
 [ N x b3 ]  [ Q x b3 ]  [ c5 ]  [ R x d8 ]  [ R x d8 ]  [ R d1 ]  [ B x f3 ]  [ g x f3 ] , [ Q x h4 ]  23 [ R d1 ] Idea was to compete for the d file control but simply underlined weakness of [ h4 ]  [ R x d8 + ]  [ Q x d8 ] , [ K g2 ]  26 Move into end game with White weak pawn structure a handicap.
 [ Q c5 ] , [ R e1 ]  And I try to put pressure on his K side instead.
 [ B a3 ] , [ B e7 ]  I am not exactly sure why he did not capture my DSB but I will force an exchange with 8.[ B x e7 ] Qxe7. At this point I am almost completely back to normal with only minor cold symptoms.
 [ g6 ]  [ R h8 ]  [ K g5 ]  [ a5 ]  [ b x a5 + ]  [ K x a5 ] , [ N d2 ]  He's coming to help on the far side my Knight can escape...
 [ Q c7 ] , [ O-O ]  White gets his King to safety.
 [ B x c4 ] , [ c5 ]  This move is contrary to my intention of keeping things complicated giving white a chance to trade queens if he wants simplification. But I felt I needed to challenge his center.
 [ B x d5 ]  [ e x d5 ]  [ N f3 ]  [ b6 ] , [ N x d4 ]  The game is still about even right now in my opinion.
 [ a3 ]  [ N b c6 ]  [ b3 ]  [ N a5 ] , [ R b1 ]  Paying the price of taking the wrong rook. Now black has all his pieces active...
 [ B c8 + ]  [ N x c8 ]  [ Q x a4 + ]  [ K d8 ]  [ N f3 ]  [ N g e7 ]  [ B g5 ]  [ h6 ]  [ B f6 ]  [ R g8 ]  [ O-O-O + ] , [ N d6 ]  Black's only move.
 [ B e7 ]  [ O-O-O ] , [ O-O ]  Now that both sides have castled it's time to start the attack.
 [ h6 ]  [ Q e1 ] , [ Q a5 ]  Deep Blue brings its Queen out to get in a better attacking position. So far black has been on the attack the whole game as white just sits back and creates a strong defense.
 [ N c6 ] , [ e4 ]  my favourite opening
 [ K f7 ] , [ f x e5 + ]  opening up the f file for the rook
 [ N e4 ]  [ B f5 ] , [ N d4 ]  White's pieces are extremely active.
 [ N c4 ] , [ B x c4 ]  This would make more sense if I take with Rook here: 25...[ R x c4 ] 26.e5! and he would get my h-pawn while keeping comfortable position.
 [ K h8 ] , [ c3 ]  Black later claimed that this move was the one losing the game for white but really I don't see any way to save the Knight on d4. I think the position was lost earlier. Maybe 14. [ b3 ] was bad already weakening the support in the center. 14. [ R b1 ] was another option to save the b-pawn.
 [ d5 ] , [ c4 ]  I open with the Queen's Gambit a very popular opening in recent times.
 [ Q x d4 + ] , [ K h1 ]  Practically forced... but now my Bishop will fall as well. I should probably resign...
 [ a6 ]  [ B d7 ]  [ f6 ]  [ B x f8 ] , [ K x f8 ]  So that was all an overly complicated exchange. The two bishops combined with the doubled pawn may give Black an advantage.
 [ B e6 ] , [ N e g5 ]  Putting pressure on the e-file immediately
 [ N f3 ] , [ N c6 ]  Thinking Spanish.
 [ O-O ]  [ N x f2 ]  [ R x f2 ]  [ B x f2 + ]  [ K x f2 ]  [ N d4 ] , [ N x e5 ]  Ever an optimist looking at bxp and then bringing the other knight in to harass. Forgetting one small thing however....
 [ N x e5 ]  [ Q d4 ]  [ B d6 ]  [ b4 ]  [ O-O ] , [ h3 ]  ? White is too far behind in development for these kinds of moves.
 [ e6 ]  [ d4 ]  [ d5 ] , [ N c3 ]  This was Fischer's main choice against the French ... after he gave up playing the King's Indian Attack formation from early in his Chess career.
